record.timestamp[s],record.distance[m],record.heart_rate[bpm],record.unknown,
"1071653196","0.0","95","79",,,
"1071653197","0.0","96","79",,,
"1071653198","0.0","95","79",,,
"1071653199","0.0","95","79",,,
"1071653200","0.0","95","79",,,
"1071653201","0.0","95","79",,,
"1071653202","0.0","95","79",,,
"1071653203","0.0","95","79",,,
"1071653204","0.0","95","79",,,
"1071653205","0.0","96","79",,,
"1071653206","0.0","96","79",,,
"1071653207","0.0","96","79",,,
"1071653208","0.0","97","79",,,
"1071653209","0.0","98","79",,,
"1071653210","0.0","98","79",,,
"1071653211","0.0","98","79",,,
"1071653212","0.0","103","79",,,
"1071653213","0.0","111","79",,,
"1071653214","0.0","118","79",,,
"1071653215","0.0","120","79",,,
"1071653216","0.0","120","79",,,
"1071653217","0.0","120","79",,,
"1071653218","0.0","121","79",,,
"1071653219","0.0","121","79",,,
"1071653220","0.0","122","79",,,
"1071653221","0.0","123","79",,,
"1071653222","0.0","125","79",,,
"1071653223","0.0","125","79",,,
"1071653224","0.0","125","79",,,
"1071653225","0.0","126","79",,,
"1071653226","0.0","126","79",,,
"1071653227","0.0","125","79",,,
"1071653228","0.0","124","79",,,
"1071653229","0.0","125","79",,,
"1071653230","0.0","125","79",,,
"1071653231","0.0","125","79",,,
"1071653232","0.0","125","79",,,
"1071653233","0.0","125","79",,,
"1071653234","0.0","126","79",,,
"1071653235","0.0","126","79",,,
"1071653236","0.0","126","79",,,
"1071653237","0.0","126","79",,,
"1071653238","0.0","126","79",,,
"1071653239","0.0","125","79",,,
"1071653240","0.0","125","79",,,
"1071653241","0.0","125","79",,,
"1071653242","0.0","126","79",,,
"1071653243","0.0","126","79",,,
"1071653244","0.0","126","79",,,
"1071653245","0.0","126","79",,,
"1071653246","0.0","126","79",,,
"1071653247","0.0","127","79",,,
"1071653248","0.0","128","79",,,
"1071653249","0.0","128","79",,,
"1071653250","0.0","129","79",,,
"1071653251","0.0","129","79",,,
"1071653252","0.0","129","79",,,
"1071653253","0.0","129","79",,,
"1071653254","0.0","129","79",,,
"1071653255","0.0","129","79",,,
"1071653256","0.0","129","79",,,
"1071653257","0.0","131","79",,,
"1071653258","0.0","131","79",,,
"1071653259","0.0","131","79",,,
"1071653260","0.0","131","79",,,
"1071653261","0.0","131","79",,,
"1071653262","0.0","131","79",,,
"1071653263","0.0","131","79",,,
"1071653264","0.0","131","79",,,
"1071653265","0.0","131","79",,,
"1071653266","0.0","131","79",,,
"1071653267","0.0","131","79",,,
"1071653268","0.0","131","79",,,
"1071653269","0.0","131","79",,,
"1071653270","0.0","131","79",,,
"1071653271","0.0","131","79",,,
"1071653272","0.0","132","79",,,
"1071653273","0.0","132","79",,,
"1071653274","0.0","133","79",,,
"1071653275","0.0","133","79",,,
"1071653276","0.0","133","79",,,
"1071653277","0.0","133","79",,,
"1071653278","0.0","133","79",,,
"1071653279","0.0","134","79",,,
"1071653280","0.0","134","79",,,
"1071653281","0.0","134","79",,,
"1071653282","0.0","134","79",,,
"1071653283","0.0","134","79",,,
"1071653284","0.0","134","79",,,
"1071653285","0.0","133","79",,,
"1071653286","0.0","133","79",,,
"1071653287","0.0","132","79",,,
"1071653288","0.0","132","79",,,
"1071653289","0.0","132","79",,,
"1071653290","0.0","132","79",,,
"1071653291","0.0","133","79",,,
"1071653292","0.0","133","79",,,
"1071653293","0.0","133","79",,,
"1071653294","0.0","133","79",,,
"1071653295","0.0","133","79",,,
"1071653296","0.0","133","79",,,
"1071653297","0.0","133","79",,,
"1071653298","0.0","132","79",,,
"1071653299","0.0","132","79",,,
"1071653300","0.0","132","79",,,
"1071653301","0.0","132","79",,,
"1071653302","0.0","131","79",,,
"1071653303","0.0","131","79",,,
"1071653304","0.0","131","79",,,
"1071653305","0.0","131","79",,,
"1071653306","0.0","131","79",,,
"1071653307","0.0","131","79",,,
"1071653308","0.0","131","79",,,
"1071653309","0.0","131","79",,,
"1071653310","0.0","132","79",,,
"1071653311","0.0","132","79",,,
"1071653312","0.0","132","79",,,
"1071653313","0.0","131","79",,,
"1071653314","0.0","131","79",,,
"1071653315","0.0","131","79",,,
"1071653316","0.0","131","79",,,
"1071653317","0.0","131","79",,,
"1071653318","0.0","131","79",,,
"1071653319","0.0","131","79",,,
"1071653320","0.0","131","79",,,
"1071653321","0.0","130","79",,,
"1071653322","0.0","130","79",,,
"1071653323","0.0","130","79",,,
"1071653324","0.0","130","79",,,
"1071653325","0.0","131","79",,,
"1071653326","0.0","131","79",,,
"1071653327","0.0","131","79",,,
"1071653328","0.0","131","79",,,
"1071653329","0.0","134","79",,,
"1071653330","0.0","134","79",,,
"1071653331","0.0","135","79",,,
"1071653332","0.0","135","79",,,
"1071653333","0.0","135","79",,,
"1071653334","0.0","135","79",,,
"1071653335","0.0","135","79",,,
"1071653336","0.0","135","79",,,
"1071653337","0.0","135","79",,,
"1071653338","0.0","135","79",,,
"1071653339","0.0","135","79",,,
"1071653340","0.0","135","79",,,
"1071653341","0.0","135","78",,,
"1071653342","0.0","136","78",,,
"1071653343","0.0","136","78",,,
"1071653344","0.0","136","78",,,
"1071653345","0.0","136","78",,,
"1071653346","0.0","135","78",,,
"1071653347","0.0","135","78",,,
"1071653348","0.0","134","78",,,
"1071653349","0.0","133","78",,,
"1071653350","0.0","133","78",,,
"1071653351","0.0","133","78",,,
"1071653352","0.0","133","78",,,
"1071653353","0.0","133","78",,,
"1071653354","0.0","134","78",,,
"1071653355","0.0","135","78",,,
"1071653356","0.0","135","78",,,
"1071653357","0.0","134","78",,,
"1071653358","0.0","134","78",,,
"1071653359","0.0","134","78",,,
"1071653360","0.0","134","78",,,
"1071653361","0.0","134","78",,,
"1071653362","0.0","134","78",,,
"1071653363","0.0","134","78",,,
"1071653364","0.0","134","78",,,
"1071653365","0.0","134","78",,,
"1071653366","0.0","134","78",,,
"1071653367","0.0","134","78",,,
"1071653368","0.0","135","78",,,
"1071653369","0.0","136","78",,,
"1071653370","0.0","136","78",,,
"1071653371","0.0","137","78",,,
"1071653372","0.0","138","78",,,
"1071653373","0.0","137","78",,,
"1071653374","0.0","137","78",,,
"1071653375","0.0","137","78",,,
"1071653376","0.0","137","78",,,
"1071653377","0.0","137","78",,,
"1071653378","0.0","137","78",,,
"1071653379","0.0","137","78",,,
"1071653380","0.0","137","78",,,
"1071653381","0.0","137","78",,,
"1071653382","0.0","136","78",,,
"1071653383","0.0","136","78",,,
"1071653384","0.0","136","78",,,
"1071653385","0.0","136","78",,,
"1071653386","0.0","136","78",,,
"1071653387","0.0","136","78",,,
"1071653388","0.0","137","78",,,
"1071653389","0.0","137","78",,,
"1071653390","0.0","137","78",,,
"1071653391","0.0","137","78",,,
"1071653392","0.0","137","78",,,
"1071653393","0.0","138","78",,,
"1071653394","0.0","138","78",,,
"1071653395","0.0","138","78",,,
"1071653396","0.0","139","78",,,
"1071653397","0.0","140","78",,,
"1071653398","0.0","140","78",,,
"1071653399","0.0","141","78",,,
"1071653400","0.0","142","78",,,
"1071653401","0.0","142","78",,,
"1071653402","0.0","142","78",,,
"1071653403","0.0","142","78",,,
"1071653404","0.0","142","78",,,
"1071653405","0.0","142","78",,,
"1071653406","0.0","142","78",,,
"1071653407","0.0","143","78",,,
"1071653408","0.0","142","78",,,
"1071653409","0.0","142","78",,,
"1071653410","0.0","142","78",,,
"1071653411","0.0","142","78",,,
"1071653412","0.0","141","78",,,
"1071653413","0.0","140","78",,,
"1071653414","0.0","140","78",,,
"1071653415","0.0","139","78",,,
"1071653416","0.0","139","78",,,
"1071653417","0.0","139","78",,,
"1071653418","0.0","139","78",,,
"1071653419","0.0","138","78",,,
"1071653420","0.0","138","78",,,
"1071653421","0.0","138","78",,,
"1071653422","0.0","138","78",,,
